#node	identifier	category	term ID	term description
Afg3l1	10090.ENSMUSP00000001520	GO Function	GO:0017076	Purine nucleotide binding
Afg3l1	10090.ENSMUSP00000001520	GO Function	GO:0017111	Nucleoside-triphosphatase activity
Afg3l1	10090.ENSMUSP00000001520	GO Function	GO:0030554	Adenyl nucleotide binding
Afg3l1	10090.ENSMUSP00000001520	GO Function	GO:0032553	Ribonucleotide binding
Afg3l1	10090.ENSMUSP00000001520	GO Function	GO:0032555	Purine ribonucleotide binding
Afg3l1	10090.ENSMUSP00000001520	GO Function	GO:0032559	Adenyl ribonucleotide binding
Afg3l1	10090.ENSMUSP00000001520	GO Function	GO:0035639	Purine ribonucleoside triphosphate binding
Afg3l1	10090.ENSMUSP00000001520	GO Function	GO:0036094	Small molecule binding
Afg3l1	10090.ENSMUSP00000001520	GO Function	GO:0043167	Ion binding
Afg3l1	10090.ENSMUSP00000001520	GO Function	GO:0043168	Anion binding
Afg3l1	10090.ENSMUSP00000001520	GO Function	GO:0043169	Cation binding
Afg3l1	10090.ENSMUSP00000001520	GO Function	GO:0046872	Metal ion binding
Afg3l1	10090.ENSMUSP00000001520	GO Function	GO:0046914	Transition metal ion binding
Afg3l1	10090.ENSMUSP00000001520	GO Function	GO:0097159	Organic cyclic compound binding
Afg3l1	10090.ENSMUSP00000001520	GO Function	GO:0097367	Carbohydrate derivative binding
Afg3l1	10090.ENSMUSP00000001520	GO Function	GO:0140096	Catalytic activity, acting on a protein
Afg3l1	10090.ENSMUSP00000001520	GO Function	GO:0140657	ATP-dependent activity
Afg3l1	10090.ENSMUSP00000001520	GO Function	GO:1901265	Nucleoside phosphate binding
Afg3l1	10090.ENSMUSP00000001520	GO Function	GO:1901363	Heterocyclic compound binding
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:0005622	Intracellular anatomical structure
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:0005737	Cytoplasm
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:0005739	Mitochondrion
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:0005740	Mitochondrial envelope
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:0005743	Mitochondrial inner membrane
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:0005745	m-AAA complex
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:0016020	Membrane
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:0016021	Integral component of membrane
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:0019866	Organelle inner membrane
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:0031090	Organelle membrane
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:0031224	Intrinsic component of membrane
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:0031300	Intrinsic component of organelle membrane
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:0031301	Integral component of organelle membrane
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:0031304	Intrinsic component of mitochondrial inner membrane
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:0031305	Integral component of mitochondrial inner membrane
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:0031966	Mitochondrial membrane
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:0031967	Organelle envelope
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:0031975	Envelope
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:0032592	Integral component of mitochondrial membrane
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:0032991	Protein-containing complex
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:0043226	Organelle
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:0043227	Membrane-bounded organelle
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:0043229	Intracellular organelle
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:0043231	Intracellular membrane-bounded organelle
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:0098573	Intrinsic component of mitochondrial membrane
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:0098796	Membrane protein complex
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:0098798	Mitochondrial protein-containing complex
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:0098800	Inner mitochondrial membrane protein complex
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:0110165	Cellular anatomical entity
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:1902494	Catalytic complex
Afg3l1	10090.ENSMUSP00000001520	GO Component	GO:1905368	Peptidase complex
Afg3l1	10090.ENSMUSP00000001520	STRING clusters	CL:24845	Mixed, incl. Protein targeting to mitochondrion, and MICOS complex
Afg3l1	10090.ENSMUSP00000001520	STRING clusters	CL:24846	Protein targeting to mitochondrion, and ATP-dependent peptidase activity
Afg3l1	10090.ENSMUSP00000001520	STRING clusters	CL:24934	Mixed, incl. Mitochondrial protein processing, and RIG-I signaling pathway
Afg3l1	10090.ENSMUSP00000001520	STRING clusters	CL:24935	Mixed, incl. ATP-dependent peptidase activity, and Prohibitin
Afg3l1	10090.ENSMUSP00000001520	STRING clusters	CL:24936	ATP-dependent peptidase activity, and Clp ATPase, C-terminal
Afg3l1	10090.ENSMUSP00000001520	KEGG	mmu05017	Spinocerebellar ataxia
Afg3l1	10090.ENSMUSP00000001520	WikiPathways	WP310	mRNA processing
Afg3l1	10090.ENSMUSP00000001520	TISSUES	BTO:0000426	Erythroleukemia cell
Afg3l1	10090.ENSMUSP00000001520	TISSUES	BTO:0000580	Blood cancer cell
Afg3l1	10090.ENSMUSP00000001520	TISSUES	BTO:0000583	Bone marrow cancer cell
Afg3l1	10090.ENSMUSP00000001520	TISSUES	BTO:0001271	Leukemia cell
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:0005622	Intracellular
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:0005737	Cytoplasm
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:0005739	Mitochondrion
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:0005740	Mitochondrial envelope
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:0005743	Mitochondrial inner membrane
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:0005745	m-AAA complex
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:0016020	Membrane
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:0016021	Integral component of membrane
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:0019866	Organelle inner membrane
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:0031090	Organelle membrane
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:0031224	Intrinsic component of membrane
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:0031300	Intrinsic component of organelle membrane
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:0031301	Integral component of organelle membrane
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:0031304	Intrinsic component of mitochondrial inner membrane
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:0031305	Integral component of mitochondrial inner membrane
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:0031966	Mitochondrial membrane
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:0031967	Organelle envelope
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:0031975	Envelope
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:0032592	Integral component of mitochondrial membrane
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:0032991	Protein-containing complex
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:0043226	Organelle
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:0043227	Membrane-bounded organelle
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:0043229	Intracellular organelle
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:0043231	Intracellular membrane-bounded organelle
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:0098573	Intrinsic component of mitochondrial membrane
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:0098796	Membrane protein complex
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:0098798	Mitochondrial protein complex
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:0098800	Inner mitochondrial membrane protein complex
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:0110165	Cellular anatomical entity
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:1902494	Catalytic complex
Afg3l1	10090.ENSMUSP00000001520	COMPARTMENTS	GOCC:1905368	Peptidase complex
Afg3l1	10090.ENSMUSP00000001520	Monarch	MP:0002169	No abnormal phenotype detected
Afg3l1	10090.ENSMUSP00000001520	Monarch	MP:0002873	Normal phenotype
Afg3l1	10090.ENSMUSP00000001520	UniProt Keywords	KW-0025	Alternative splicing
Afg3l1	10090.ENSMUSP00000001520	UniProt Keywords	KW-0067	ATP-binding
Afg3l1	10090.ENSMUSP00000001520	UniProt Keywords	KW-0378	Hydrolase
Afg3l1	10090.ENSMUSP00000001520	UniProt Keywords	KW-0472	Membrane
Afg3l1	10090.ENSMUSP00000001520	UniProt Keywords	KW-0479	Metal-binding
Afg3l1	10090.ENSMUSP00000001520	UniProt Keywords	KW-0482	Metalloprotease
Afg3l1	10090.ENSMUSP00000001520	UniProt Keywords	KW-0496	Mitochondrion
Afg3l1	10090.ENSMUSP00000001520	UniProt Keywords	KW-0547	Nucleotide-binding
Afg3l1	10090.ENSMUSP00000001520	UniProt Keywords	KW-0645	Protease
Afg3l1	10090.ENSMUSP00000001520	UniProt Keywords	KW-0809	Transit peptide
Afg3l1	10090.ENSMUSP00000001520	UniProt Keywords	KW-0812	Transmembrane
Afg3l1	10090.ENSMUSP00000001520	UniProt Keywords	KW-0862	Zinc
Afg3l1	10090.ENSMUSP00000001520	UniProt Keywords	KW-0999	Mitochondrion inner membrane
Afg3l1	10090.ENSMUSP00000001520	UniProt Keywords	KW-1133	Transmembrane helix
Afg3l1	10090.ENSMUSP00000001520	Pfam	PF01434	Peptidase family M41
Afg3l1	10090.ENSMUSP00000001520	Pfam	PF06480	FtsH Extracellular
Afg3l1	10090.ENSMUSP00000001520	InterPro	IPR000642	Peptidase M41
Afg3l1	10090.ENSMUSP00000001520	InterPro	IPR003593	AAA+ ATPase domain
Afg3l1	10090.ENSMUSP00000001520	InterPro	IPR003959	ATPase, AAA-type, core
Afg3l1	10090.ENSMUSP00000001520	InterPro	IPR003960	ATPase, AAA-type, conserved site
Afg3l1	10090.ENSMUSP00000001520	InterPro	IPR005936	Peptidase, FtsH
Afg3l1	10090.ENSMUSP00000001520	InterPro	IPR011546	Peptidase M41, FtsH extracellular
Afg3l1	10090.ENSMUSP00000001520	InterPro	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Afg3l1	10090.ENSMUSP00000001520	InterPro	IPR037219	Peptidase M41-like
Afg3l1	10090.ENSMUSP00000001520	InterPro	IPR041569	AAA ATPase, AAA+ lid domain
Afg3l1	10090.ENSMUSP00000001520	SMART	SM00382	ATPases associated with a variety of cellular activities
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0000902	Cell morphogenesis
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0000904	Cell morphogenesis involved in differentiation
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0006508	Proteolysis
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0006807	Nitrogen compound metabolic process
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0006810	Transport
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0006811	Ion transport
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0006812	Cation transport
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0006816	Calcium ion transport
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0006851	Mitochondrial calcium ion transmembrane transport
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0006873	Cellular ion homeostasis
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0006874	Cellular calcium ion homeostasis
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0006875	Cellular metal ion homeostasis
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0006996	Organelle organization
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0007005	Mitochondrion organization
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0007006	Mitochondrial membrane organization
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0007007	Inner mitochondrial membrane organization
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0007272	Ensheathment of neurons
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0007275	Multicellular organism development
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0007399	Nervous system development
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0007409	Axonogenesis
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0007528	Neuromuscular junction development
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0008053	Mitochondrial fusion
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0008152	Metabolic process
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0008366	Axon ensheathment
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0009605	Response to external stimulus
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0009653	Anatomical structure morphogenesis
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0009987	Cellular process
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0010467	Gene expression
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0016043	Cellular component organization
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0016485	Protein processing
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0016540	Protein autoprocessing
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0019538	Protein metabolic process
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0019725	Cellular homeostasis
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0021675	Nerve development
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0022008	Neurogenesis
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0022607	Cellular component assembly
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0030001	Metal ion transport
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0030003	Cellular cation homeostasis
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0030030	Cell projection organization
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0030154	Cell differentiation
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0030182	Neuron differentiation
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0031175	Neuron projection development
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0032501	Multicellular organismal process
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0032502	Developmental process
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0032989	Cellular component morphogenesis
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0032990	Cell part morphogenesis
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0033619	Membrane protein proteolysis
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0034220	Ion transmembrane transport
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0034330	Cell junction organization
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0034982	Mitochondrial protein processing
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0036444	Calcium import into the mitochondrion
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0040008	Regulation of growth
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0040014	Regulation of multicellular organism growth
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0042407	Cristae formation
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0042552	Myelination
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0042592	Homeostatic process
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0042692	Muscle cell differentiation
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0043170	Macromolecule metabolic process
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0043933	Protein-containing complex organization
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0044085	Cellular component biogenesis
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0044238	Primary metabolic process
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0048284	Organelle fusion
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0048468	Cell development
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0048638	Regulation of developmental growth
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0048666	Neuron development
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0048667	Cell morphogenesis involved in neuron differentiation
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0048699	Generation of neurons
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0048731	System development
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0048812	Neuron projection morphogenesis
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0048856	Anatomical structure development
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0048858	Cell projection morphogenesis
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0048869	Cellular developmental process
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0048878	Chemical homeostasis
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0050789	Regulation of biological process
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0050793	Regulation of developmental process
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0050801	Ion homeostasis
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0050808	Synapse organization
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0050896	Response to stimulus
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0051179	Localization
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0051234	Establishment of localization
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0051239	Regulation of multicellular organismal process
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0051560	Mitochondrial calcium ion homeostasis
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0051604	Protein maturation
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0055001	Muscle cell development
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0055065	Metal ion homeostasis
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0055074	Calcium ion homeostasis
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0055080	Cation homeostasis
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0055082	Cellular chemical homeostasis
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0055085	Transmembrane transport
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0060004	Reflex
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0060013	Righting reflex
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0061024	Membrane organization
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0061061	Muscle structure development
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0061564	Axon development
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0065003	Protein-containing complex assembly
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0065007	Biological regulation
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0065008	Regulation of biological quality
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0070588	Calcium ion transmembrane transport
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0071704	Organic substance metabolic process
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0071840	Cellular component organization or biogenesis
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0072503	Cellular divalent inorganic cation homeostasis
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0072507	Divalent inorganic cation homeostasis
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0098655	Cation transmembrane transport
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0098660	Inorganic ion transmembrane transport
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0098662	Inorganic cation transmembrane transport
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0098771	Inorganic ion homeostasis
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0120036	Plasma membrane bounded cell projection organization
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:0120039	Plasma membrane bounded cell projection morphogenesis
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:1901564	Organonitrogen compound metabolic process
Afg3l2	10090.ENSMUSP00000025408	GO Process	GO:1990542	Mitochondrial transmembrane transport
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0000166	Nucleotide binding
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0003824	Catalytic activity
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0004175	Endopeptidase activity
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0004176	ATP-dependent peptidase activity
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0004222	Metalloendopeptidase activity
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0005488	Binding
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0005524	ATP binding
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0008233	Peptidase activity
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0008237	Metallopeptidase activity
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0008270	Zinc ion binding
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0016462	Pyrophosphatase activity
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0016787	Hydrolase activity
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0016817	Hydrolase activity, acting on acid anhydrides
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0016818	Hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0016887	ATP hydrolysis activity
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0017076	Purine nucleotide binding
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0017111	Nucleoside-triphosphatase activity
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0030554	Adenyl nucleotide binding
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0032553	Ribonucleotide binding
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0032555	Purine ribonucleotide binding
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0032559	Adenyl ribonucleotide binding
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0035639	Purine ribonucleoside triphosphate binding
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0036094	Small molecule binding
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0043167	Ion binding
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0043168	Anion binding
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0043169	Cation binding
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0046872	Metal ion binding
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0046914	Transition metal ion binding
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0097159	Organic cyclic compound binding
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0097367	Carbohydrate derivative binding
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0140096	Catalytic activity, acting on a protein
Afg3l2	10090.ENSMUSP00000025408	GO Function	GO:0140657	ATP-dependent activity
